"","Signature","Microbe","value"
"416","immune_Neutrophils","Proteus virus Isfahan",-0.0725352112676056
"417","immune_Mast","Proteus virus Isfahan",-0.0641851106639839
"418","immune_NK","Proteus virus Isfahan",-0.126324614352783
"419","immune_CD4Tconv","Proteus virus Isfahan",-0.10271629778672
"420","immune_Treg","Proteus virus Isfahan",-0.208048289738431
"421","immune_TMKI67","Proteus virus Isfahan",-0.00503018108651911
"422","immune_CD8Tex","Proteus virus Isfahan",-0.108584842387659
"423","immune_CD8T","Proteus virus Isfahan",-0.0855466130114017
"424","immune_Plasma","Proteus virus Isfahan",-0.059289067739772
"425","immune_B","Proteus virus Isfahan",-0.113547954393025
"426","minor_Monocyte","Proteus virus Isfahan",0.0301140174379611
"427","minor_M2","Proteus virus Isfahan",-0.0843393695506372
"428","minor_M1","Proteus virus Isfahan",-0.0297116029510396
"429","minor_cDC2","Proteus virus Isfahan",-0.0809859154929577
"430","minor_cDC1","Proteus virus Isfahan",-0.0443997317236754
"431","minor_Th17","Proteus virus Isfahan",-0.126525821596244
"432","minor_Th2","Proteus virus Isfahan",0.015962441314554
"433","minor_Th1","Proteus virus Isfahan",-0.0390677397719651
"434","minor_CD4Teff","Proteus virus Isfahan",-0.159657947686117
"435","minor_CD4Tn","Proteus virus Isfahan",-0.11046277665996
"436","minor_MAIT","Proteus virus Isfahan",-0.100469483568075
"437","minor_CD8Teff","Proteus virus Isfahan",-0.130549966465459
"438","minor_CD8Tem","Proteus virus Isfahan",-0.0456405097250168
"439","minor_CD8Tcm","Proteus virus Isfahan",-0.0892018779342723
"440","minor_CD8Tn","Proteus virus Isfahan",-0.130046948356808
"441","stromal_Others","Proteus virus Isfahan",0.194634473507713
"442","stromal_Myofibroblasts","Proteus virus Isfahan",0.111770623742455
"443","stromal_Fibroblasts","Proteus virus Isfahan",0.0211938296445339
"444","stromal_Endothelial","Proteus virus Isfahan",0.0214285714285714
"445","malignant","Pseudomonas fluorescens",0.142186452045607
"446","others","Pseudomonas fluorescens",0.156505700871898
"447","stromal","Pseudomonas fluorescens",0.0213615023474178
"448","immune","Pseudomonas fluorescens",0.0186452045606975
"449","immune_ILC","Pseudomonas fluorescens",-0.0152246814218645
"450","immune_Mono.Macro","Pseudomonas fluorescens",0.0153923541247485
"451","immune_pDC","Pseudomonas fluorescens",-0.0329979879275654
"452","immune_DC","Pseudomonas fluorescens",-0.0416163648558015
"453","immune_Neutrophils","Pseudomonas fluorescens",0.0342387659289068
"454","immune_Mast","Pseudomonas fluorescens",-0.0149564050972502
"455","immune_NK","Pseudomonas fluorescens",-0.0484909456740443
"456","immune_CD4Tconv","Pseudomonas fluorescens",-0.00422535211267606
"457","immune_Treg","Pseudomonas fluorescens",-0.0272300469483568
"458","immune_TMKI67","Pseudomonas fluorescens",-0.139369550637156
"459","immune_CD8Tex","Pseudomonas fluorescens",-0.0266934942991281
"460","immune_CD8T","Pseudomonas fluorescens",-0.0163313212608987
"461","immune_Plasma","Pseudomonas fluorescens",0.0845741113346747
"462","immune_B","Pseudomonas fluorescens",0.0332997987927565
"463","minor_Monocyte","Pseudomonas fluorescens",0.0478537894030852
"464","minor_M2","Pseudomonas fluorescens",0.0721998658618377
"465","minor_M1","Pseudomonas fluorescens",0.00778001341381623
"466","minor_cDC2","Pseudomonas fluorescens",-0.0376928236083166
"467","minor_cDC1","Pseudomonas fluorescens",0.0268276324614353
"468","minor_Th17","Pseudomonas fluorescens",-0.159691482226693
"469","minor_Th2","Pseudomonas fluorescens",0.0959758551307847
"470","minor_Th1","Pseudomonas fluorescens",-0.0160295103957076
"471","minor_CD4Teff","Pseudomonas fluorescens",-0.140006706908115
"472","minor_CD4Tn","Pseudomonas fluorescens",-0.0149564050972502
"473","minor_MAIT","Pseudomonas fluorescens",-0.00415828303152247
"474","minor_CD8Teff","Pseudomonas fluorescens",-0.0981556002682763
"475","minor_CD8Tem","Pseudomonas fluorescens",0.0297786720321932
"476","minor_CD8Tcm","Pseudomonas fluorescens",-0.00375586854460094
"477","minor_CD8Tn","Pseudomonas fluorescens",-0.029476861167002
"478","stromal_Others","Pseudomonas fluorescens",0.0151576123407109
"479","stromal_Myofibroblasts","Pseudomonas fluorescens",0.0404761904761905
"480","stromal_Fibroblasts","Pseudomonas fluorescens",0.00610328638497653
"481","stromal_Endothelial","Pseudomonas fluorescens",0.0506036217303823
"482","malignant","Snyder-Theilen feline sarcoma virus",-0.118913480885312
"483","others","Snyder-Theilen feline sarcoma virus",-0.134909456740443
"484","stromal","Snyder-Theilen feline sarcoma virus",-0.0105969148222669
"485","immune","Snyder-Theilen feline sarcoma virus",-0.0679409792085848
"486","immune_ILC","Snyder-Theilen feline sarcoma virus",-0.0211267605633803
"487","immune_Mono.Macro","Snyder-Theilen feline sarcoma virus",-0.018242790073776
"488","immune_pDC","Snyder-Theilen feline sarcoma virus",6.70690811535882e-05
"489","immune_DC","Snyder-Theilen feline sarcoma virus",-0.0700201207243461
"490","immune_Neutrophils","Snyder-Theilen feline sarcoma virus",0.0241784037558685
"491","immune_Mast","Snyder-Theilen feline sarcoma virus",-0.0551978537894031
"492","immune_NK","Snyder-Theilen feline sarcoma virus",-0.039906103286385
"493","immune_CD4Tconv","Snyder-Theilen feline sarcoma virus",-0.138128772635815
"494","immune_Treg","Snyder-Theilen feline sarcoma virus",-0.0251509054325956
"495","immune_TMKI67","Snyder-Theilen feline sarcoma virus",-0.0963782696177062
"496","immune_CD8Tex","Snyder-Theilen feline sarcoma virus",-0.0612005365526492
"497","immune_CD8T","Snyder-Theilen feline sarcoma virus",-0.0925888665325285
"498","immune_Plasma","Snyder-Theilen feline sarcoma virus",-0.0658953722334004
"499","immune_B","Snyder-Theilen feline sarcoma virus",-0.0775653923541248
"500","minor_Monocyte","Snyder-Theilen feline sarcoma virus",0.00898725687458082
"501","minor_M2","Snyder-Theilen feline sarcoma virus",-0.173239436619718
"502","minor_M1","Snyder-Theilen feline sarcoma virus",-0.00402414486921529
"503","minor_cDC2","Snyder-Theilen feline sarcoma virus",-0.0676056338028169
"504","minor_cDC1","Snyder-Theilen feline sarcoma virus",-0.278403755868545
"505","minor_Th17","Snyder-Theilen feline sarcoma virus",0.0238095238095238
"506","minor_Th2","Snyder-Theilen feline sarcoma virus",-0.217940979208585
"507","minor_Th1","Snyder-Theilen feline sarcoma virus",-0.232629107981221
"508","minor_CD4Teff","Snyder-Theilen feline sarcoma virus",0.0302481556002683
"509","minor_CD4Tn","Snyder-Theilen feline sarcoma virus",-0.115258215962441
"510","minor_MAIT","Snyder-Theilen feline sarcoma virus",-0.0085177733065057
"511","minor_CD8Teff","Snyder-Theilen feline sarcoma virus",-0.0330985915492958
"512","minor_CD8Tem","Snyder-Theilen feline sarcoma virus",-0.12981220657277
"513","minor_CD8Tcm","Snyder-Theilen feline sarcoma virus",-0.0725016767270288
"514","minor_CD8Tn","Snyder-Theilen feline sarcoma virus",-0.120690811535882
"515","stromal_Others","Snyder-Theilen feline sarcoma virus",-0.212038900067069
"516","stromal_Myofibroblasts","Snyder-Theilen feline sarcoma virus",-0.0751844399731724
"517","stromal_Fibroblasts","Snyder-Theilen feline sarcoma virus",0.0420858484238766
"518","stromal_Endothelial","Snyder-Theilen feline sarcoma virus",-0.0230717639168343
"519","malignant","Theileria annulata",0.291784037558685
"520","others","Theileria annulata",0.106975184439973
"521","stromal","Theileria annulata",-0.234272300469484
"522","immune","Theileria annulata",-0.031757209926224
"523","immune_ILC","Theileria annulata",-0.164419852448021
"524","immune_Mono.Macro","Theileria annulata",-0.0718980549966465
"525","immune_pDC","Theileria annulata",-0.186686787391013
"526","immune_DC","Theileria annulata",-0.0276324614352783
"527","immune_Neutrophils","Theileria annulata",-0.116230717639168
"528","immune_Mast","Theileria annulata",-0.182159624413146
"529","immune_NK","Theileria annulata",-0.0860831656606305
"530","immune_CD4Tconv","Theileria annulata",0.0246814218645205
"531","immune_Treg","Theileria annulata",-0.107276995305164
"532","immune_TMKI67","Theileria annulata",0.104258886653253
"533","immune_CD8Tex","Theileria annulata",-0.0722334004024145
"534","immune_CD8T","Theileria annulata",-0.0895036887994635
"535","immune_Plasma","Theileria annulata",0.156673373574782
"536","immune_B","Theileria annulata",0.0795103957075788
"537","minor_Monocyte","Theileria annulata",0.00425888665325285
"538","minor_M2","Theileria annulata",-0.0851106639839034
"539","minor_M1","Theileria annulata",-0.0913145539906103
"540","minor_cDC2","Theileria annulata",-0.0395372233400402
"541","minor_cDC1","Theileria annulata",0.404091213950369
"542","minor_Th17","Theileria annulata",-0.249631120053655
"543","minor_Th2","Theileria annulata",0.514218645204561
"544","minor_Th1","Theileria annulata",0.176525821596244
"545","minor_CD4Teff","Theileria annulata",-0.170221327967807
"546","minor_CD4Tn","Theileria annulata",-0.00382293762575453
"547","minor_MAIT","Theileria annulata",-0.0831321260898726
"548","minor_CD8Teff","Theileria annulata",-0.141381623071764
"549","minor_CD8Tem","Theileria annulata",-0.0468142186452046
"550","minor_CD8Tcm","Theileria annulata",-0.107042253521127
"551","minor_CD8Tn","Theileria annulata",-0.0381623071763917
"552","stromal_Others","Theileria annulata",0.257276995305164
"553","stromal_Myofibroblasts","Theileria annulata",-0.16411804158283
"554","stromal_Fibroblasts","Theileria annulata",-0.268242790073776
"555","stromal_Endothelial","Theileria annulata",-0.162910798122066
