"","Debaryomyces hansenii","Delftia lacustris","Enterobacter hormaechei","Fusobacterium nucleatum","Mannheimia sp. USDA-ARS-USMARC-1261","Mollivirus sibericum","Moraxella osloensis","Myroides profundi","Nocardia mangyaensis","Plasmodium sp. gorilla clade G2","Porphyromonas asaccharolytica","Proteus virus Isfahan","Pseudomonas fluorescens","Snyder-Theilen feline sarcoma virus","Theileria annulata","malignant","others","stromal","immune","immune_ILC","immune_Mono.Macro","immune_pDC","immune_DC","immune_Neutrophils","immune_Mast","immune_NK","immune_CD4Tconv","immune_Treg","immune_TMKI67","immune_CD8Tex","immune_CD8T","immune_Plasma","immune_B","minor_Monocyte","minor_M2","minor_M1","minor_cDC2","minor_cDC1","minor_Th17","minor_Th2","minor_Th1","minor_CD4Teff","minor_CD4Tn","minor_MAIT","minor_CD8Teff","minor_CD8Tem","minor_CD8Tcm","minor_CD8Tn","stromal_Others","stromal_Myofibroblasts","stromal_Fibroblasts","stromal_Endothelial"
"SL362832",8.94025865254055e-08,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,2.01238215127641e-06,1.57644044152543e-09,1.57644044152543e-09,1.57644044152543e-09,0.162548622981293,0.0988546261708628,0.170438339114919,0.159664342855437,0.158235462854344,0.214597024473305,0.123794609184601,0.179678212629275,0.0441983756580876,0.047506255942672,0.0452017289512995,0.0915022559743579,0.0330826960423724,0.124321811009849,0.132765277666535,0.156741545545717,0.244351686572366,0.16181523203357,0.149249651489226,0.339760460347799,0.110991474812237,0.197024250048051,0.223937728092277,-0.00951251356233794,0.0324515385379581,-0.00594945893500218,-0.1521376884827,0.253836808897275,-0.256811647296067,-0.0323861278840139,0.238842735950517,0.222447959244385,0.227576121911121,0.442004657301737,0.106468024013102,0.169216721252766,0.168823959176994
"SL362833",4.9385156556763e-08,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,2.26895631184829e-05,1.57644064873936e-09,1.57644064873936e-09,1.57644064873936e-09,0.169212265077492,0.103344070629711,0.153973379498334,0.159480771700324,0.146716782866397,0.206875161393606,0.128365412985749,0.184446492742364,0.0242682657298351,0.0195570728424644,0.0248830770373419,0.111614172218423,0.051798487315843,0.160392953312368,0.149324471998968,0.148899139610757,0.27063583078591,0.18330253971626,0.132141987093704,0.328747435047127,0.0972221549544762,0.181495394905595,0.233963976985969,0.0407389902767984,0.242305151591484,0.0169780095788848,-0.205217982681759,0.273214965122827,-0.253420231638116,-0.0531696824812736,0.246990918818976,0.218076575439265,0.172094820368317,0.448392404249941,0.097593635300035,0.127123091552709,0.168661898720459
"SL362852",1.57644059570262e-09,1.57644059570262e-09,1.57644059570262e-09,1.57644059570262e-09,1.57644059570262e-09,1.57644059570262e-09,2.45119556891652e-08,1.57644059570262e-09,1.6299383278595e-07,1.57644059570262e-09,1.57644059570262e-09,1.01397492113621e-06,1.57644059570262e-09,3.98389275008428e-08,1.57644059570262e-09,0.150528415599754,0.0837859907298766,0.157240074231914,0.142591733831662,0.142469978923371,0.195803254992916,0.115499541725423,0.170415890816965,0.0194576217590373,0.0117812082869428,0.013517114285915,0.0903902802772318,0.0454389350013235,0.124543063170522,0.132709631634403,0.144194352083676,0.236356389520545,0.157188779859052,0.117268961183388,0.320097765058247,0.0882001423763977,0.171993836446198,0.211181402847382,-0.0470112521623488,0.167033835049027,0.000673505529683433,-0.195810268411628,0.259850864713335,-0.258275574639173,-0.053282782823015,0.244584904114493,0.215852810510936,0.128030610953148,0.473273620621204,0.0909344981871875,0.138234479880559,0.157052271012499
"SL362853",2.59902813591274e-07,1.57644063198255e-09,1.57644063198255e-09,5.38267711587469e-08,1.57644063198255e-09,1.57644063198255e-09,1.57644063198255e-09,1.57644063198255e-09,1.57644063198255e-09,1.57644063198255e-09,1.57644063198255e-09,2.26895628773037e-05,1.57644063198255e-09,1.57644063198255e-09,1.57644063198255e-09,0.19539355717547,0.12138639679471,0.20411873107304,0.272944094809567,0.276020762034739,0.328057465952329,0.285608109445943,0.354117807680678,0.220483744744339,0.14938311887185,0.23672633380869,0.226905274675208,0.243627624066195,0.261051521555198,0.359925886178286,0.325368724016646,0.365451739946937,0.300150265289207,0.258906720931655,0.35251730550058,0.256179488707104,0.357977583565351,0.273293476468198,0.250204956494532,0.222320369861158,0.11248816816984,0.124305176765168,0.3880751927337,-0.00525429125859429,0.186323447332678,0.384859280268506,0.3933488070094,0.263969833850044,0.443137590850707,0.110853708988125,0.193258593907298,0.224360193081688
"SL362854",6.47459310533929e-08,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,2.01238276446898e-06,1.57644092188228e-09,1.57644092188228e-09,1.57644092188228e-09,0.175043795119419,0.111240630008586,0.244775392525731,0.19270246956557,0.209696219412509,0.256574423190696,0.155275088386008,0.220797349821992,0.134936385417753,0.0876875263753599,0.0823978680277023,0.113708010529206,0.0833096338256096,0.141324763664467,0.201817866326567,0.203572242760808,0.268000022924165,0.179945703048247,0.194521783411857,0.345758643364972,0.180799247052075,0.23905840417096,0.16801355221283,0.057547598822951,0.139833204333629,0.0110935238946808,-0.147420742412275,0.272348017589355,-0.00954126171791905,-0.00399457482780815,0.288286865482038,0.282466573501196,0.282754013426048,0.437595456426845,0.121668926469841,0.274996785671487,0.251122241616216
"SL362855",4.93851453810161e-08,1.57644029199448e-09,7.14536600708211e-08,1.57644029199448e-09,1.57644029199448e-09,1.57644029199448e-09,1.57644029199448e-09,1.57644029199448e-09,1.57644029199448e-09,1.1714460486399e-07,1.57644029199448e-09,1.01397472578953e-06,1.57644029199448e-09,1.57644029199448e-09,1.57644029199448e-09,0.189641525088541,0.122705035634113,0.258235983207368,0.293554807120041,0.356243229923661,0.337194620605668,0.3326462087652,0.358787193521254,0.233137314266539,0.204411378019025,0.253394611284174,0.242772316581817,0.285043637451351,0.279466773198978,0.363824617569612,0.348686939995457,0.344861761105903,0.3416233408519,0.270000500313534,0.377914955351053,0.261997491200486,0.367997613186407,0.324419638477358,0.271372851261194,0.149924933795156,0.0866130098993747,0.133790752697325,0.456164278180428,0.112494895829515,0.190305334927205,0.402738731350436,0.416109957253047,0.473444458804205,0.448252250389889,0.143943260445673,0.257414113342057,0.300167134174004
"SL362856",1.0233787618078e-07,1.57644113660285e-09,1.57644113660285e-09,1.57644113660285e-09,1.57644113660285e-09,1.57644113660285e-09,1.57644113660285e-09,6.47459398721713e-08,1.57644113660285e-09,1.57644113660285e-09,1.57644113660285e-09,2.26895701402566e-05,1.57644113660285e-09,1.57644113660285e-09,1.57644113660285e-09,0.182980184672348,0.119665133087646,0.241719957251068,0.210177666212974,0.226152820200302,0.277279280585185,0.199914033266832,0.261514759265502,0.136799296864157,0.107492893776298,0.132475537691303,0.136322329461262,0.115202340274134,0.198100002006827,0.243647714962635,0.238640949826406,0.260014005473267,0.184542841995625,0.204670995759938,0.34774518655856,0.198436331852463,0.268632112042403,0.254801385690859,0.0936379902777473,0.10955596829376,0.032362042909877,-0.00829456699767194,0.321035840656923,-0.111334776869391,0.07327004730433,0.326874989146542,0.306748779412901,0.324162635284971,0.427427005468166,0.134754240148762,0.275749345562707,0.237509656749089
"SL362857",1.62993816040889e-07,7.992585670448e-08,2.59902780908977e-07,1.57644043374807e-09,1.57644043374807e-09,1.57644043374807e-09,1.57644043374807e-09,1.57644043374807e-09,1.43365898995946e-08,1.57644043374807e-09,1.57644043374807e-09,2.01238214134834e-06,1.57644043374807e-09,1.57644043374807e-09,1.57644043374807e-09,0.179799779490522,0.108702588459753,0.21438724887387,0.162840337505324,0.170280118774531,0.21249506287741,0.125402269323013,0.164299449978462,0.0398272911785469,0.0803211186775445,0.0310880982439737,0.0875803372768586,0.0550381133714936,0.123394978381928,0.142340413021932,0.157363225001285,0.266914601729251,0.164242584392758,0.158182836463414,0.344819945784806,0.106754976615636,0.161167127285624,0.229190148223663,0.0163078478263347,0.112415716073861,-0.020715051917659,-0.226838634592598,0.258438375647176,-0.0931407241971322,-0.0747052165183823,0.273495723195218,0.234659594466875,0.276443368335472,0.432119345928431,0.115575704732282,0.231114054486975,0.216668821257847
"SL362859",4.9385148724652e-08,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,1.57644039872784e-09,2.59902775135302e-07,1.57644039872784e-09,1.57644039872784e-09,1.23864645654663e-08,0.202471288513366,0.122853615839684,0.228429005404618,0.232278549469751,0.190726856540112,0.291969208289008,0.187785901012408,0.280503418063086,0.213577098543843,0.13834561346368,0.128508281179012,0.153729868817969,0.134545475438188,0.22689696511538,0.229301446645258,0.220570487364158,0.296927839969423,0.219358392347563,0.274748059723516,0.345103845624812,0.194742868600913,0.294176375186432,0.249555395311697,0.0806144953215619,0.198478054490832,0.0411446035196847,-0.0712437497610127,0.325190558254564,-0.0904208947424981,0.0346946476246768,0.323412860678577,0.29199624807905,0.298893384173373,0.45190174297663,0.125606087443885,0.244894625340441,0.227921591387552
"SL362860",4.58964953994865e-08,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,2.59902835604543e-07,1.57644076550405e-09,1.57644076550405e-09,1.57644076550405e-09,0.191193190523647,0.120226304689026,0.22163738920742,0.265531171485416,0.292521520965044,0.338164686536274,0.267257156095664,0.344793105525614,0.238191935687927,0.172377269421481,0.190288514670068,0.191587647087402,0.218030018637825,0.193525521950298,0.297089719633947,0.283113775883817,0.337857034715463,0.264124134180353,0.273627645247839,0.371408003772508,0.257976206404085,0.366010095785969,0.304994830890377,0.197456674758886,0.194529915029049,0.0617705716205969,-0.0155327957990738,0.372907769261717,-0.00765290499511503,0.113414647982091,0.360691431038548,0.347081772066557,0.392324025794806,0.444756222723421,0.118674325161195,0.232687604971045,0.237574882731103
"SL362861",2.72883396527962e-08,1.57644041245625e-09,1.57644041245625e-09,1.57644041245625e-09,1.57644041245625e-09,1.57644041245625e-09,1.57644041245625e-09,1.57644041245625e-09,1.57644041245625e-09,7.99258556249803e-08,1.57644041245625e-09,2.26895597176821e-05,1.57644041245625e-09,1.57644041245625e-09,4.5896485120853e-08,0.190383343819462,0.116082694665464,0.177701655622379,0.223037943345319,0.228089706487837,0.298453356571792,0.187366699161778,0.289217986547038,0.179163467673819,0.121204965111607,0.128059408610385,0.155252599138156,0.114793729801985,0.139090692626024,0.228903191006758,0.221420946500485,0.314335389014827,0.219293052030993,0.224547129354837,0.357745765811694,0.208984976764982,0.297656346030784,0.258072173151869,0.115789972085918,0.164607693905978,0.0476126762460871,-0.140344747967138,0.325750955677604,-0.106721161168746,0.0334638317342752,0.338696961174616,0.280173673366402,0.357077957851877,0.458233173987261,0.0960188683849419,0.164100822287739,0.191754236803293
"SL362878",5.38267768698655e-08,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,5.12881057610282e-07,1.57644079924578e-09,1.57644079924578e-09,1.57644079924578e-09,0.173068138893942,0.0971658057460796,0.189941667062372,0.178573851304867,0.169335747337292,0.224888210421027,0.142920365209618,0.197510664986084,0.0490477696599519,0.0610147807159343,0.0604276187059447,0.112071786040675,0.0700413404047143,0.228428940614186,0.173512275702098,0.168900078561309,0.271519228227637,0.193654219468759,0.158415692771998,0.340312997833915,0.124040735394604,0.192326426151772,0.243834091132475,-0.00671472173332592,0.139765121916316,0.0155083793103432,-0.200540646166689,0.292921607518652,-0.137332834681059,-0.0371141636847597,0.261505466735757,0.236663419446214,0.359242582622998,0.433108289074379,0.0961080570625514,0.204005938613096,0.19419176524945
"SL362879",1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,5.12881188789862e-07,2.0123831226262e-06,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,1.57644120245202e-09,0.178739311197521,0.105075515288835,0.181125024612515,0.248127975942697,0.255798632333797,0.305112672243814,0.254753320982562,0.311339449915159,0.186314316370116,0.136413467701922,0.195308153913575,0.193424353942025,0.212465492593233,0.230268140854636,0.30944704304048,0.281650396000444,0.336612086366001,0.271423962028782,0.224382822821604,0.35360646555445,0.225181959062852,0.313932502880824,0.243599429047379,0.180209624218591,0.136957118934459,0.081681190631963,0.0495964824971863,0.371264023137337,-0.0947837904818337,0.129621547585916,0.377866641671697,0.345894701981308,0.285074535894352,0.420570798980274,0.104114114688848,0.166921154870764,0.207683296285127
"SL362880",1.57644030862391e-09,1.57644030862391e-09,1.75825241499727e-08,1.57644030862391e-09,7.13653791425993e-09,1.57644030862391e-09,7.13653791425993e-09,1.57644030862391e-09,1.57644030862391e-09,1.17144606099716e-07,1.57644030862391e-09,1.01397473648566e-06,2.87898866767738e-08,1.57644030862391e-09,7.14536608245657e-08,0.188168905147391,0.131069895127431,0.20711991866584,0.189204599423308,0.169260844202904,0.245492027042422,0.164679230345828,0.237974157839884,0.0749930167790795,0.0708500095171624,0.0699816024258832,0.115559172529921,0.10670306606681,0.177379804940163,0.186226903735078,0.18107380836079,0.277988956555513,0.192866433380985,0.194339928277221,0.336849195270882,0.135005198798859,0.244942457098756,0.249186086911902,0.0137597900278296,0.195503076956413,0.026940216528029,-0.121810499202002,0.285471317896709,0.0387711689214084,0.00398494662329293,0.272842299943186,0.242174290198496,0.208421459311573,0.452093171715539,0.133889445328114,0.208709065828736,0.220270032583017
"SL362881",3.16148777401078e-09,1.57644023604854e-09,1.57644023604854e-09,1.57644023604854e-09,7.1453657535018e-08,8.01022959767065e-09,1.57644023604854e-09,1.57644023604854e-09,1.57644023604854e-09,4.35329004802344e-09,1.57644023604854e-09,8.01022959767065e-09,1.57644023604854e-09,1.57644023604854e-09,1.57644023604854e-09,0.189402522957262,0.11021978464952,0.208627260142246,0.259605694704524,0.261907312784443,0.312584326447691,0.273275358535881,0.329434383038363,0.205988411637362,0.14391616485249,0.224957213155446,0.200338314811504,0.230145634269539,0.3019120230456,0.338708118019426,0.301068769696438,0.312944521594528,0.293347177843024,0.237033312218793,0.360943951041935,0.23178363389246,0.330069709091554,0.272497220128875,0.181831598385229,0.0518352812048685,0.076260103554579,0.100319619581906,0.386531867316985,-0.0818572913193935,0.148866572694683,0.35692994421664,0.370725941172922,0.392078823807179,0.414724744825916,0.10859547888249,0.200709805730933,0.244213395611515
"SL362882",4.93851471544671e-08,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,1.57644034860543e-09,2.59902766871778e-07,1.57644034860543e-09,1.57644034860543e-09,1.28198823528384e-08,0.188821699651827,0.128752004128951,0.159785866331345,0.176433309200241,0.164152261273768,0.240689129611456,0.124539452945948,0.20188167921471,0.081259416744863,0.0676215560436254,0.045116382430928,0.0985446236055523,0.0669133157543637,0.137138499980803,0.163969485865973,0.166652425758073,0.262447766669856,0.176191780807625,0.16833041898062,0.346149353791952,0.132094484838264,0.218066052884938,0.233551445117832,-0.00102616468228491,0.214760653547799,-0.00345032654464026,-0.209725086544826,0.269707675781569,-0.117895036472382,-0.0435443144695899,0.289602668781812,0.231570729781686,0.322413000285739,0.442976866014933,0.0866599295952303,0.134556072913793,0.175821776314514
"SL362883",2.87898864771778e-08,1.57644029769468e-09,1.57644029769468e-09,1.57644029769468e-09,1.57644029769468e-09,1.57644029769468e-09,1.57644029769468e-09,1.57644029769468e-09,1.57644029769468e-09,2.58651027741371e-08,1.57644029769468e-09,5.12880894435074e-07,1.57644029769468e-09,1.57644029769468e-09,1.57644029769468e-09,0.187417606561977,0.115911508497533,0.209006467818506,0.229232260612924,0.234733144177527,0.299268445267894,0.216970324906185,0.289152516724664,0.170413332301208,0.121145252729057,0.142432320841911,0.132900917535319,0.129004039735625,0.221982149757502,0.241315764892144,0.22416594608639,0.29837220880246,0.22152737828173,0.242851970490778,0.348942331661129,0.2186672823626,0.302254699135392,0.198808691425415,0.142066643489649,0.119628111258369,0.0359209657754988,-0.0488584996700735,0.3094295194998,-0.0772802576796107,0.0399556959693698,0.32097051023815,0.292856269924155,0.273220769295307,0.439584633010369,0.108173731899004,0.225148636500663,0.207290700490354
"SL362884",1.5764402064659e-09,1.17144598508398e-07,1.5764402064659e-09,1.55371529850927e-08,5.12880864754597e-07,1.5764402064659e-09,5.86678415971203e-08,1.5764402064659e-09,1.5764402064659e-09,3.42720949001587e-09,1.5764402064659e-09,2.59902743437681e-07,2.32337594754522e-09,1.5764402064659e-09,3.42720949001587e-09,0.174784921010488,0.0899318512179519,0.17025908172873,0.197781815919882,0.204558638238303,0.248150239694551,0.166759131809374,0.221632761078449,0.12530517308141,0.0828219989388393,0.0509577576162278,0.120634791936481,0.0912223822756337,0.241141568633051,0.182365095379695,0.188759520860581,0.277719633180105,0.21440073217802,0.20197830679705,0.346610203685286,0.137793389489828,0.227411087044488,0.274557746081372,0.0166593736580583,0.272387665118363,0.0103827937323627,-0.217021727216607,0.285815618501359,-0.0642905109457233,-0.0202255235957253,0.316282841008033,0.250006207558835,0.260900288094635,0.436731313483257,0.0810870314862731,0.162818292624632,0.184150098852424
"SL362886",1.5764403509153e-09,1.5764403509153e-09,1.5764403509153e-09,1.5764403509153e-09,1.5764403509153e-09,1.5764403509153e-09,7.14536627414632e-08,1.5764403509153e-09,1.5764403509153e-09,5.38267615618471e-08,1.5764403509153e-09,1.01397476368771e-06,1.5764403509153e-09,1.5764403509153e-09,2.87898874491242e-08,0.177739045624738,0.103182382194666,0.191215039539634,0.188594796104948,0.23099144163989,0.233335167233005,0.158932687993173,0.215878254120416,0.104834262560851,0.0829978041713502,0.0650935052847387,0.113336634122864,0.0781944254843209,0.194802419812988,0.176904514277638,0.177842342854196,0.295332352667849,0.198706065613748,0.161572673508491,0.337617944312008,0.131150543193026,0.21638179316863,0.281717072090303,0.0252118382202105,0.142955513134894,0.0113581851493886,-0.175114781503894,0.28972949550263,-0.112917529389623,-0.0364345571294547,0.280372163903158,0.250424344374981,0.303064523901695,0.43106495245447,0.101258318615619,0.203231540523336,0.190189158129468
"SL362887",1.62993798282011e-07,1.57644026198809e-09,1.57644026198809e-09,1.57644026198809e-09,4.5572014814997e-09,4.5572014814997e-09,7.14536587107528e-08,1.57644026198809e-09,1.57644026198809e-09,4.5572014814997e-09,1.57644026198809e-09,4.72481208787928e-06,1.57644026198809e-09,1.57644026198809e-09,1.61725160678839e-08,0.166840269871185,0.0905479583971766,0.160464520153121,0.164303626907637,0.143936863116752,0.205889734165987,0.101227705290155,0.157214374975519,0.0487910710317865,0.0450216119428682,0.0447657354911815,0.0806095847414511,0.0344459239921412,0.221723682998667,0.143492283220897,0.153335095460141,0.235102813734364,0.159852772724216,0.157713469956256,0.326636214226788,0.102656199884509,0.172365772828156,0.257199312076114,-0.0727867231506068,0.15362667771818,-0.0205994122583704,-0.215711736957845,0.240295584673519,-0.0787201157835966,-0.0663486125984152,0.269239993066625,0.214900245757603,0.269655190325781,0.448612308695215,0.0877290131747529,0.1442622569881,0.17149679036375
"SL362888",1.62993803182676e-07,1.57644030938625e-09,1.57644030938625e-09,1.57644030938625e-09,1.57644030938625e-09,7.78516618504141e-09,1.57644030938625e-09,1.57644030938625e-09,1.57644030938625e-09,1.57644030938625e-09,1.57644030938625e-09,4.72481222993818e-06,1.57644030938625e-09,1.57644030938625e-09,2.10859791411661e-08,0.194598199216703,0.108073928101415,0.193346807897227,0.238624497791625,0.245701068393919,0.297909968823149,0.215748068968673,0.311511759790036,0.168138572225973,0.126046174609836,0.164774183287361,0.169162041265415,0.161220169998593,0.26585701208656,0.276237680365066,0.256466860338664,0.301044954938614,0.243511538243977,0.2269055706841,0.355431740165466,0.209624413843069,0.322043205064184,0.299843404002776,0.0947312267244113,0.13893583903115,0.0668236687090287,-0.0563050821670735,0.352915387225949,-0.0537382051603124,0.106867373597782,0.330114327283302,0.318770491153285,0.363597531510314,0.433359799899424,0.105598829220173,0.201287041182819,0.196624384978818
"SL362889",1.37697593506178e-08,1.57644041996281e-09,1.57644041996281e-09,1.57644041996281e-09,1.57644041996281e-09,1.57644041996281e-09,1.57644041996281e-09,8.94025853025536e-08,1.57644041996281e-09,1.37697593506178e-08,1.57644041996281e-09,2.59902778636246e-07,1.57644041996281e-09,1.57644041996281e-09,2.3229592257671e-08,0.193500723920603,0.118549893806603,0.21446162133891,0.198020415448411,0.184628520389345,0.255896858126027,0.1564523095374,0.247946149579293,0.110790023770332,0.095400727349836,0.0764750930038039,0.131007816586346,0.0514851486793161,0.196973819641092,0.193812179240768,0.181668789451665,0.289295174931418,0.213866573515609,0.207755826924622,0.345654304681964,0.160299203516797,0.250944669982212,0.264920884168941,0.0278906699311442,0.236471903021787,0.0252783999070117,-0.139018477106511,0.317759492732269,-0.180924479685676,-0.00729315874061265,0.289002620000728,0.24783032424821,0.350496921224002,0.435840098165831,0.125304380181948,0.222016517555126,0.218935462873
"SL365876",1.01397505953826e-06,1.57644081087818e-09,1.57644081087818e-09,1.57644081087818e-09,1.57644081087818e-09,1.57644081087818e-09,1.57644081087818e-09,1.38180523330558e-07,1.57644081087818e-09,1.57644081087818e-09,1.57644081087818e-09,2.26895654521318e-05,1.57644081087818e-09,1.57644081087818e-09,1.57644081087818e-09,0.203871615189735,0.147620747537948,0.308699910240646,0.234493520985696,0.222095928417244,0.313647105132142,0.211651787752333,0.271742495263115,0.25735144017664,0.13505137322128,0.0946500266450786,0.118078690014791,0.0920747504496495,0.197354703693563,0.21508149977104,0.219990135609579,0.261920036383653,0.195690363578335,0.26776674483185,0.370721301244835,0.22204135474069,0.296201511121992,0.192422440475208,0.0371499414035463,0.0655303811020077,0.00152397486345995,-0.127760011152034,0.303323096778354,0.0104226435466743,0.0165728712285296,0.329295981996532,0.286708531748614,0.297702786636242,0.467318388432637,0.16860062496096,0.329253065514565,0.341756676456419
"SL365899",1.02337851705355e-07,1.57644075957658e-09,1.57644075957658e-09,1.57644075957658e-09,1.57644075957658e-09,1.57644075957658e-09,3.98389316421741e-08,1.57644075957658e-09,1.57644075957658e-09,1.57644075957658e-09,1.57644075957658e-09,1.02337851705355e-07,1.57644075957658e-09,1.57644075957658e-09,1.57644075957658e-09,0.194260230464587,0.11377835192163,0.210365193128527,0.258666053724717,0.294263472357489,0.32030624551729,0.270910909797972,0.329636402666801,0.194406348820937,0.150892323724734,0.177065505994757,0.166142532364387,0.205442381770957,0.272730989939159,0.293993634596839,0.267121841023345,0.353624680665968,0.289380519037541,0.246607107384523,0.372186432437792,0.227153008652023,0.343946352111229,0.294611683112246,0.129712003968117,0.208154761858752,0.0438109372098101,-0.00185978077532959,0.348627707382782,-0.0371790756672711,0.09497431331413,0.344237075114083,0.333542931278838,0.335079704348958,0.437343706546768,0.108860807978119,0.213520890311378,0.229869119994058
"SL365900",1.57644024023283e-09,1.57644024023283e-09,1.57644024023283e-09,1.57644024023283e-09,2.59902749004728e-07,3.2604588157247e-08,6.56807044053723e-09,1.57644024023283e-09,1.57644024023283e-09,1.15745829564092e-08,1.57644024023283e-09,8.94025751097642e-08,3.3874405778405e-09,1.57644024023283e-09,6.56807044053723e-09,0.20830142164688,0.144373822056764,0.226940943655998,0.261970528337881,0.249775681148889,0.346542117165421,0.281171614046235,0.351570559779055,0.255785746051531,0.159375821446297,0.187509375893348,0.190979902725941,0.172857995328398,0.176451779795516,0.293664734038346,0.278888313345022,0.29522390436187,0.245456366112674,0.282244175367517,0.370315837796901,0.26275165854377,0.358986349057069,0.241247616709015,0.148424334141663,0.121763666620846,0.0662463954047356,0.0629862740863893,0.380028080669545,-0.0331446156031331,0.133794843974205,0.368807730365997,0.33687458100821,0.264987088223352,0.457623079559433,0.127970081053084,0.231372782630145,0.239430850994488
"SL365922",1.5764402219009e-09,1.5764402219009e-09,1.5764402219009e-09,4.26542620175818e-08,2.59902745982399e-07,1.5764402219009e-09,2.62022102704858e-09,1.5764402219009e-09,1.5764402219009e-09,1.5764402219009e-09,1.5764402219009e-09,1.5764402219009e-09,1.5764402219009e-09,1.5764402219009e-09,7.56201575783041e-09,0.184062947201798,0.107756417523889,0.178913812843359,0.202325823413971,0.18949997757151,0.246199288227747,0.160881942463089,0.223733362330208,0.095522022309144,0.0732134687668616,0.113604713070876,0.154826593538159,0.1231276339629,0.238907970442126,0.215866164531413,0.201694304969342,0.300120955952447,0.215828827442974,0.190128254790101,0.34824237520086,0.141877282600217,0.23208749408487,0.269161069230235,0.13346680834232,0.137478932828714,0.0606431334364719,-0.107735816026534,0.313718427261522,-0.180534649889611,0.0150839291512109,0.276955125045284,0.276412453502937,0.307960740514939,0.45261440500011,0.0911699439057177,0.171858082687891,0.200454137380496
"SL365923",2.0078461539473e-08,1.57644045894928e-09,1.57644045894928e-09,1.57644045894928e-09,1.57644045894928e-09,1.57644045894928e-09,1.57644045894928e-09,7.14536676382064e-08,1.57644045894928e-09,1.57644045894928e-09,1.57644045894928e-09,4.72481267819952e-06,1.57644045894928e-09,1.57644045894928e-09,1.57644045894928e-09,0.171267052939249,0.0898241152672124,0.170087455831312,0.178377556140851,0.173891301962372,0.224192618169433,0.0962088366422546,0.182326166463545,0.0970738725689666,0.0669468094810689,0.0682253495859743,0.101798684521503,0.0507664726750517,0.241158165155535,0.168759132804421,0.163991577398732,0.239399721691224,0.176233573943776,0.199107406633589,0.339539057292167,0.11113132494104,0.195558075227379,0.225405146121859,0.0103759504139832,0.095568161853475,0.00275207701631161,-0.174759335968688,0.266089394318502,-0.28005577629286,-0.0353593162461143,0.26637849121494,0.236037948619865,0.338949815375596,0.43789949947543,0.095185922766882,0.169980647621201,0.16368559749355
"SL365924",1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,4.58964953135893e-08,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,1.57644076255367e-09,4.58964953135893e-08,2.01238256108036e-06,1.57644076255367e-09,4.58964953135893e-08,1.57644076255367e-09,0.174317362941677,0.104121592944069,0.203421103444256,0.207789234539434,0.217987453343935,0.265902423732038,0.191971739675333,0.25324019159935,0.142275506781519,0.0970240029657667,0.115445975421271,0.131888793029285,0.102309955256563,0.214999570072997,0.231207651163217,0.213855733509838,0.29449896134681,0.21973196410976,0.205773386137153,0.347084845682,0.157113125232866,0.249069861799184,0.227934660924005,0.071853371440052,0.0621323203242899,0.0327343865159784,-0.10219643439347,0.313518710045461,-0.191132016394323,0.027643959864757,0.284905634254279,0.290055275664466,0.376174222201619,0.429061244555978,0.0997767990355624,0.21373633748265,0.231630541367135
